map,scenario,evacuee_density,average_completion_time,average_survival_rate
obstacles_2.png,no aids,small,96.0,"[135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 134.5, 133.5, 133.5, 133.5, 133.0, 132.5, 132.0, 132.0, 131.5, 131.0, 130.5, 130.0, 130.0, 130.0, 129.5, 127.5, 127.5, 126.0, 125.5, 124.0, 122.0, 119.0, 118.0, 116.5, 115.0, 113.0, 110.5, 109.5, 108.5, 105.0, 102.0, 100.5, 99.0, 97.5, 95.0, 92.0, 92.0, 91.0, 89.5, 88.0, 88.0, 87.0, 87.0, 87.0, 86.5]"
obstacles_2.png,lightstrips,small,101.0,"[135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 134.5, 133.5, 133.5, 133.0, 132.0, 132.0, 131.5, 130.5, 130.0, 129.5, 129.0, 129.0, 127.0, 126.0, 124.5, 123.5, 123.5, 122.5, 121.0, 118.5, 115.0, 112.5, 110.5, 108.0, 105.5, 101.5, 98.0, 96.5, 92.5, 91.0, 90.0, 88.5, 88.5, 87.5, 87.0, 85.5, 85.5, 85.5, 85.5, 84.5]"
